z,y,x,mass,size_z,size_y,size_x,ecc,signal,raw_mass,ep_z,ep_y,ep_x,frame
3.3079310664319466,57.36685814880015,23.637218567590104,9847.792736705838,2.222550214117989,3.706321648375327,3.502742105939937,,76.6436199280358,18456.0,0.013000350349470554,0.031801906908164555,0.031801906908164555,0
2.50591675734494,58.89825897714908,120.40254352557128,6708.141591796657,1.8865936452120569,3.076553191963614,3.257795956473523,,84.39922432551562,13628.0,0.018653527140001944,0.04563090360402648,0.04563090360402648,0
3.1268046198267565,62.486826275264676,48.556725216554376,7584.068676688495,1.8353482962706769,3.676223254999175,3.5603132060424554,,82.11816420860978,15557.0,0.01589236988488575,0.03887646517540486,0.03887646517540486,0
2.7610783599390607,75.408160561701,82.00377558455322,6887.432916985455,1.8110192397905207,3.84556478947411,3.2138152300313325,,81.20574016184746,13968.0,0.018099271326425557,0.044275063852570615,0.044275063852570615,0
3.0322175254198562,77.99965726036787,32.57780189649263,7986.447681310683,1.7583669188795046,3.597763881479072,3.27571687311171,,92.61104074637659,15120.0,0.016443788298439784,0.04022536398073647,0.04022536398073647,0
3.515056436168045,43.732284747972784,35.20789698871277,11195.899265797181,2.1257385814166727,4.0515704984024055,3.5526737208483654,,98.54179705033174,21659.0,0.01082408238016088,0.026478244890853986,0.026478244890853986,0
3.858251940896569,42.51375621623556,107.24142248935637,12751.582265526957,1.982536182664438,4.685206989871568,3.2885293436697975,,90.32998062947077,24696.0,0.009341373454767913,0.022851191007712122,0.022851191007712122,0
4.053684746861828,77.47135115104915,101.94247070267265,9849.161372775981,1.9790345845605732,4.397346122958795,4.643649577925333,,74.81877183451114,22092.0,0.01058455191990267,0.025892297189905173,0.025892297189905173,0
4.817918414029737,6.118795272588639,42.782691574532976,5983.220686643985,1.819201183763699,3.404455379582307,3.1822276201999204,,72.99392374098647,12917.0,0.019929797666006735,0.048752960730686266,0.048752960730686266,0
3.841552511415525,33.01984225819842,66.38501452885015,10990.147643252276,2.1327371780145996,5.0404095585633995,3.3919360822474682,,79.83710409170396,24581.0,0.009390079980567826,0.022970338596636296,0.022970338596636296,0
5.395908543922984,40.54987297767081,15.41449391629897,6824.019445735473,1.9328892805119517,3.421956663187489,3.152622603799822,,78.46846802156045,13172.0,0.019452458732111367,0.04758527771205122,0.04758527771205122,0
6.1649513020653455,20.292049457760584,53.44277129239483,6604.581462489133,1.7503194431109532,4.077968442930574,3.4861947612122224,,84.39922432551562,15202.0,0.016337420905833924,0.03996516438404995,0.03996516438404995,0
5.454815388587658,33.89923831655048,87.61625355021947,7067.636666221016,1.9200721326496686,3.288980027371596,3.4911917491867253,,79.3808920683228,13797.0,0.018373849904339497,0.04494674747178562,0.04494674747178562,0
5.945502107251853,119.44528411568086,70.4650486847842,6278.389865771599,1.696316225561191,3.671237237135425,3.512594898103181,,64.78210732012549,11817.0,0.022289183821996433,0.05452457279314521,0.05452457279314521,0
6.625894922348277,12.028031721555237,105.13228329111135,8283.897920555202,1.974155629754185,4.364889857160125,3.219474828882451,,85.31164837227794,18306.0,0.013123922113335332,0.03210419243319007,0.03210419243319007,0
7.261256544502618,49.981780104712044,78.70539267015707,8713.649646580261,1.7921293894948265,4.396917054158724,3.273237505839365,,93.06725276975776,18404.0,0.013042924172991098,0.031906052468547864,0.031906052468547864,0
7.999540520360691,25.476710125782553,10.065877893285855,7943.107539089472,2.2750150608469784,4.322744263936671,3.065451093780902,,65.23831934350666,16843.0,0.014464937694364582,0.03538463115398403,0.03538463115398403,0
7.722515477354187,91.1704138155751,88.01146953405018,7000.573498783984,1.9603099880546602,3.1972923539882845,3.307150344595711,,84.85543634889677,13799.0,0.01837059031748139,0.04493877375761377,0.04493877375761377,0
8.947738366417182,39.85876993166287,49.06039700618288,7009.697739251607,1.8870997484134455,3.292152607749329,4.033668909095907,,67.97559148379365,14571.0,0.01719323563904268,0.04205868800029995,0.04205868800029995,0
9.103507683826063,88.5412445730825,54.97512232099786,6620.092671284092,1.71748719044076,3.4173244306347845,3.6435391173938734,,87.13649646580261,14365.0,0.017492381544945854,0.04279046906740625,0.04279046906740625,0
9.096182685753238,116.08629856850716,27.69809134287662,6692.630383001698,2.0126898035710252,3.5308167138307627,3.2274702813779577,,74.81877183451114,13423.0,0.019004423456549097,0.04648927831649758,0.04648927831649758,0
9.812454567482433,16.081980453921332,26.94588482351991,5648.36106148221,1.884475491964766,2.936819561186023,3.3285483788939088,,72.99392374098647,10515.0,0.025921411687646684,0.06340985429306685,0.06340985429306685,0
10.100213848536244,89.4822653196667,108.1395914755549,6186.691249071985,1.7291106845166928,3.36421917406282,3.181515542537551,,77.55604397479813,13231.0,0.019345254913017123,0.047323032019943874,0.047323032019943874,0
11.394057118857623,22.761654766904662,83.23824023519529,8689.92662136444,2.213105746063467,3.640905776877847,3.2159272622739583,,85.31164837227794,17172.0,0.014140021161130788,0.03458980908649678,0.03458980908649678,0
12.430532638109696,34.148109035707215,62.50584119860075,6912.068366248038,2.048597737378289,4.678002142575136,3.660128615555798,,71.16907564746181,16188.0,0.015158396079904869,0.037080993054149004,0.037080993054149004,0
12.759394860458691,113.75518098922355,80.35382702403979,6604.125250465751,1.7888505203142986,2.9394976760417926,3.3841502713171643,,88.96134455932727,13625.0,0.01865856875678371,0.045643236581465574,0.045643236581465574,0
14.405648630292053,60.16962870726738,86.76907403214852,8060.354029098431,2.0381659509814445,3.9599749246261204,3.2606906074467585,,86.68028444242144,16880.0,0.014427653626919907,0.035293425577968024,0.035293425577968024,0
14.296726067136344,74.75922088686282,40.30591241884238,6605.037674512514,1.834987135373748,3.3825691013862103,3.3674965707110256,,77.55604397479813,14717.0,0.016987340942294937,0.04155502126803198,0.04155502126803198,0
14.258821115973742,105.46204868708972,20.728186542669583,6671.644629926163,1.86575950591625,3.607039752595645,3.3699968995304195,,72.08149969422415,13950.0,0.01812778726547678,0.04434482052948532,0.04434482052948532,0
14.123413448555226,111.97526330002701,106.58201458277073,8446.765612902278,1.8394806062829718,5.0256055132737245,3.695155246093947,,72.99392374098647,19517.0,0.012188580605964313,0.029816127669922605,0.029816127669922605,0
14.666276289464696,46.944664031620555,15.471624457131703,9349.152995150223,1.9984256722776084,3.3404403813196004,5.2856204587007385,,71.62528767084298,20396.0,0.011589066048739554,0.02834957441355381,0.02834957441355381,0
14.67812517668344,58.08186803867247,45.16062644880421,8069.022057542674,2.228266626852306,3.3327377391423325,4.104069663023324,,69.34422755393715,17652.0,0.013691331293617702,0.0334922084054606,0.0334922084054606,0
14.877559677605955,59.09336315606803,117.19266514982068,11830.033978297002,2.2939056231638486,3.797479115690552,3.502132759183176,,90.78619265285192,25213.0,0.009128505520029462,0.022330466099359084,0.022330466099359084,0
15.164991546120609,61.30668795791847,8.427766297200826,9713.666401831775,2.336168580613732,3.3664504921392795,3.643543413240822,,78.46846802156045,21001.0,0.011209574400396,0.02742124881088733,0.02742124881088733,0
14.633926560036045,79.4457084929038,20.51284072989412,8100.500687155974,2.045247349339922,3.739820606159293,3.966178254716564,,74.36255981112997,18815.0,0.012713843085001553,0.03110104292310071,0.03110104292310071,0
16.201351141481595,7.601646218356888,40.47165708961019,5875.098437102649,2.0943537789026005,3.274945480270174,4.438165527264465,,67.97559148379365,13404.0,0.019037615204989748,0.0465704731201493,0.0465704731201493,0
16.0406252612221,8.898604029089693,77.9130652846276,5457.664435708883,1.9720524982249446,3.449192979182264,3.564713238554466,,64.32589529674433,12515.0,0.02073179924540457,0.05071484474785428,0.05071484474785428,0
16.416773276474768,20.552665245202558,65.76005685856433,9628.354753459496,2.192900608205897,3.6042500380643676,3.999218118323213,,87.59270848918376,20473.0,0.01153934621667927,0.028227948039789574,0.028227948039789574,0
16.41301487037768,29.919594683510986,104.2085142781945,6933.510331346953,1.927475003588669,3.1055901356749285,3.1387508359388123,,81.66195218522861,15120.0,0.016443788298439784,0.04022536398073647,0.04022536398073647,0
17.35986747851003,92.24247851002865,10.918069484240688,5094.975877120856,1.7567664927441704,3.5085599377345997,3.1824447946602583,,56.57029089926452,13229.0,0.01934886958868834,0.04733187436465836,0.04733187436465836,0
17.35414449568405,106.67588979543574,35.786330850183276,7716.370163469032,2.014139447878908,3.4828928702523263,3.9350887832194834,,67.97559148379365,15931.0,0.015448996293489205,0.03779186935297722,0.03779186935297722,0
17.993924770563144,79.29828945667629,73.03115170838899,10588.224850653469,2.3316420790468175,3.682957736614601,3.299458041897836,,82.11816420860978,22050.0,0.010607320541900982,0.025947994580956403,0.025947994580956403,0
18.208826837821743,98.06795474095149,74.27459802818765,6894.732309359553,1.9071964414797893,3.3003852568918703,3.445081995492605,,76.18740790465463,14933.0,0.01669161675616788,0.04083161053025226,0.04083161053025226,0
19.19812836752056,11.207864637489365,16.005009925323755,4826.26699534935,1.8676301421984012,2.7923199603450692,3.1484222436113214,,66.60695541365016,11294.0,0.02361859459114197,0.05777662342151921,0.05777662342151921,0
18.72813715602939,39.36219564904192,89.91787926811699,6333.135308577339,2.1232041743551506,3.7732136995198977,3.2960140168643224,,66.60695541365016,13898.0,0.018210673696205066,0.0445475801846571,0.0445475801846571,0
18.924568965517242,82.79501231527094,93.4612684729064,7408.883259710127,1.9799331978580226,3.3994258425671386,3.9115450565044037,,79.83710409170396,17496.0,0.013833999539205812,0.03384120840492054,0.03384120840492054,0
19.565544952285283,7.118102891583555,116.49659180598407,6358.226969863304,2.065772897781293,3.1796331123026222,3.5184810201422083,,88.5051325359461,16685.0,0.01462634333357072,0.03577946721412877,0.03577946721412877,0
19.889248522375457,90.05122431747819,108.72333239515902,6483.685276293124,1.8687589630338912,3.004640374003149,3.2148639797207323,,88.5051325359461,14565.0,0.01720180388932639,0.042079647950652325,0.042079647950652325,0
20.868829927094538,61.693438508425956,99.91066092984343,7634.251999260423,1.90614300098225,3.2264814986670216,3.3041961869319123,,90.32998062947077,15392.0,0.016096170009500314,0.03937500809283698,0.03937500809283698,0
21.105723340078654,72.48241762437479,113.75613760452063,11948.649104376105,2.2785234020950607,3.75321632907008,3.4687442438142786,,100.3666451438564,26354.0,0.008691401859351975,0.021261207998430325,0.021261207998430325,0
20.944349759170063,112.09277510188959,64.04535012967766,6156.581255528828,1.8951978079825844,2.7762022620172133,3.443633880306265,,77.55604397479813,14390.0,0.017455523600003478,0.042700305887001536,0.042700305887001536,0
